Business Area,Report Name,Report Description,Existing Label,Dictionary Label,ICM Data Field Path,Label Source,Label Match Rating,Follow Up Required
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ3 (MI210-03),"Provincial totals of gain benefit reversals for benefit month - by product code/type
Report MI210-03 is on R2W in 3 variations
JPJ7 (pages 561-565)
JPJ1 (pages 531-535)
JPJ3 (pages 21-25)",bc benefits/gain (MHR),BC Benefits/Gain,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ3 (MI210-03),"Provincial totals of gain benefit reversals for benefit month - by product code/type
Report MI210-03 is on R2W in 3 variations
JPJ7 (pages 561-565)
JPJ1 (pages 531-535)
JPJ3 (pages 21-25)",Subtotal,Subtotal,No,Report,Medium,No
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ3 (MI210-03),"Provincial totals of gain benefit reversals for benefit month - by product code/type
Report MI210-03 is on R2W in 3 variations
JPJ7 (pages 561-565)
JPJ1 (pages 531-535)
JPJ3 (pages 21-25)",Hardship Supplments (list of benefits),Hardship Supplement,Back End Data,MIS,Medium,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ3 (MI210-03),"Provincial totals of gain benefit reversals for benefit month - by product code/type
Report MI210-03 is on R2W in 3 variations
JPJ7 (pages 561-565)
JPJ1 (pages 531-535)
JPJ3 (pages 21-25)",amount spent,Amount Spent,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ3 (MI210-03),"Provincial totals of gain benefit reversals for benefit month - by product code/type
Report MI210-03 is on R2W in 3 variations
JPJ7 (pages 561-565)
JPJ1 (pages 531-535)
JPJ3 (pages 21-25)",bc benefits/gain (MHR),BC Benefits/Gain,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ3 (MI210-03),"Provincial totals of gain benefit reversals for benefit month - by product code/type
Report MI210-03 is on R2W in 3 variations
JPJ7 (pages 561-565)
JPJ1 (pages 531-535)
JPJ3 (pages 21-25)",Subtotal,Subtotal,No,Report,Medium,No
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ3 (MI210-03),"Provincial totals of gain benefit reversals for benefit month - by product code/type
Report MI210-03 is on R2W in 3 variations
JPJ7 (pages 561-565)
JPJ1 (pages 531-535)
JPJ3 (pages 21-25)",crisis Supplments (list of benefits),Crisis Supplements,Back End Data,MIS,Medium,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ3 (MI210-03),"Provincial totals of gain benefit reversals for benefit month - by product code/type
Report MI210-03 is on R2W in 3 variations
JPJ7 (pages 561-565)
JPJ1 (pages 531-535)
JPJ3 (pages 21-25)",amount spent,Amount Spent,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ3 (MI210-03),"Provincial totals of gain benefit reversals for benefit month - by product code/type
Report MI210-03 is on R2W in 3 variations
JPJ7 (pages 561-565)
JPJ1 (pages 531-535)
JPJ3 (pages 21-25)",bc benefits/gain (MHR),BC Benefits/Gain,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ3 (MI210-03),"Provincial totals of gain benefit reversals for benefit month - by product code/type
Report MI210-03 is on R2W in 3 variations
JPJ7 (pages 561-565)
JPJ1 (pages 531-535)
JPJ3 (pages 21-25)",Subtotal,Subtotal,No,Report,Medium,No
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ3 (MI210-03),"Provincial totals of gain benefit reversals for benefit month - by product code/type
Report MI210-03 is on R2W in 3 variations
JPJ7 (pages 561-565)
JPJ1 (pages 531-535)
JPJ3 (pages 21-25)",direct purchase (list of benefits),Direct Purchase,Back End Data,MIS,Medium,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ3 (MI210-03),"Provincial totals of gain benefit reversals for benefit month - by product code/type
Report MI210-03 is on R2W in 3 variations
JPJ7 (pages 561-565)
JPJ1 (pages 531-535)
JPJ3 (pages 21-25)",amount spent,Amount Spent,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ3 (MI210-03),"Provincial totals of gain benefit reversals for benefit month - by product code/type
Report MI210-03 is on R2W in 3 variations
JPJ7 (pages 561-565)
JPJ1 (pages 531-535)
JPJ3 (pages 21-25)",bc benefits/gain (MHR),BC Benefits/Gain,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ3 (MI210-03),"Provincial totals of gain benefit reversals for benefit month - by product code/type
Report MI210-03 is on R2W in 3 variations
JPJ7 (pages 561-565)
JPJ1 (pages 531-535)
JPJ3 (pages 21-25)",Subtotal,Subtotal,No,Report,Medium,No
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ3 (MI210-03),"Provincial totals of gain benefit reversals for benefit month - by product code/type
Report MI210-03 is on R2W in 3 variations
JPJ7 (pages 561-565)
JPJ1 (pages 531-535)
JPJ3 (pages 21-25)",Total Allowances,Total,No,Report,Medium,No
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ3 (MI210-03),"Provincial totals of gain benefit reversals for benefit month - by product code/type
Report MI210-03 is on R2W in 3 variations
JPJ7 (pages 561-565)
JPJ1 (pages 531-535)
JPJ3 (pages 21-25)",Less deductions (list of product codes),Less Deductions,Back End Data,MIS,Medium,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ3 (MI210-03),"Provincial totals of gain benefit reversals for benefit month - by product code/type
Report MI210-03 is on R2W in 3 variations
JPJ7 (pages 561-565)
JPJ1 (pages 531-535)
JPJ3 (pages 21-25)",amount spent,Amount Spent,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ3 (MI210-03),"Provincial totals of gain benefit reversals for benefit month - by product code/type
Report MI210-03 is on R2W in 3 variations
JPJ7 (pages 561-565)
JPJ1 (pages 531-535)
JPJ3 (pages 21-25)",bc benefits/gain (MHR),BC Benefits/Gain,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ3 (MI210-03),"Provincial totals of gain benefit reversals for benefit month - by product code/type
Report MI210-03 is on R2W in 3 variations
JPJ7 (pages 561-565)
JPJ1 (pages 531-535)
JPJ3 (pages 21-25)",Subtotal,Subtotal,No,Report,Medium,No
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ3 (MI210-03),"Provincial totals of gain benefit reversals for benefit month - by product code/type
Report MI210-03 is on R2W in 3 variations
JPJ7 (pages 561-565)
JPJ1 (pages 531-535)
JPJ3 (pages 21-25)",net payments,Net Payments,No,Report,Medium,No
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ3 (MI210-03),"Provincial totals of gain benefit reversals for benefit month - by product code/type
Report MI210-03 is on R2W in 3 variations
JPJ7 (pages 561-565)
JPJ1 (pages 531-535)
JPJ3 (pages 21-25)",Less Cap deductions,Less Cap Deductions,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ3 (MI210-03),"Provincial totals of gain benefit reversals for benefit month - by product code/type
Report MI210-03 is on R2W in 3 variations
JPJ7 (pages 561-565)
JPJ1 (pages 531-535)
JPJ3 (pages 21-25)",sub total,Subtotal,No,Report,Medium,No
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ3 (MI210-03),"Provincial totals of gain benefit reversals for benefit month - by product code/type
Report MI210-03 is on R2W in 3 variations
JPJ7 (pages 561-565)
JPJ1 (pages 531-535)
JPJ3 (pages 21-25)",Net Shareable Payments,Net Payments,No,Report,Medium,No
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ3 (MI210-03),"Provincial totals of gain benefit reversals for benefit month - by product code/type
Report MI210-03 is on R2W in 3 variations
JPJ7 (pages 561-565)
JPJ1 (pages 531-535)
JPJ3 (pages 21-25)",imprest to clients,Imprest To Clients,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ3 (MI210-03),"Provincial totals of gain benefit reversals for benefit month - by product code/type
Report MI210-03 is on R2W in 3 variations
JPJ7 (pages 561-565)
JPJ1 (pages 531-535)
JPJ3 (pages 21-25)",imprest to suppliers,Imprest To Suppliers,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ3 (MI210-03),"Provincial totals of gain benefit reversals for benefit month - by product code/type
Report MI210-03 is on R2W in 3 variations
JPJ7 (pages 561-565)
JPJ1 (pages 531-535)
JPJ3 (pages 21-25)",imprest to suppliers/gsa,Imprest To Suppliers/Gsa,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ3 (MI210-03),"Provincial totals of gain benefit reversals for benefit month - by product code/type
Report MI210-03 is on R2W in 3 variations
JPJ7 (pages 561-565)
JPJ1 (pages 531-535)
JPJ3 (pages 21-25)",imprest to trustees,Imprest To Trustees,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ3 (MI210-03),"Provincial totals of gain benefit reversals for benefit month - by product code/type
Report MI210-03 is on R2W in 3 variations
JPJ7 (pages 561-565)
JPJ1 (pages 531-535)
JPJ3 (pages 21-25)",govt agent to clients,Govt Agent To Clients,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ3 (MI210-03),"Provincial totals of gain benefit reversals for benefit month - by product code/type
Report MI210-03 is on R2W in 3 variations
JPJ7 (pages 561-565)
JPJ1 (pages 531-535)
JPJ3 (pages 21-25)",govt agent to suppliers,Govt Agent To Suppliers,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ3 (MI210-03),"Provincial totals of gain benefit reversals for benefit month - by product code/type
Report MI210-03 is on R2W in 3 variations
JPJ7 (pages 561-565)
JPJ1 (pages 531-535)
JPJ3 (pages 21-25)",govt agent to suppliers/gsa,Govt Agent To Suppliers/Gsa,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ3 (MI210-03),"Provincial totals of gain benefit reversals for benefit month - by product code/type
Report MI210-03 is on R2W in 3 variations
JPJ7 (pages 561-565)
JPJ1 (pages 531-535)
JPJ3 (pages 21-25)",govt agent to trustees,Govt Agent To Trustees,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ3 (MI210-03),"Provincial totals of gain benefit reversals for benefit month - by product code/type
Report MI210-03 is on R2W in 3 variations
JPJ7 (pages 561-565)
JPJ1 (pages 531-535)
JPJ3 (pages 21-25)",computer to clients,Computer To Clients,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ3 (MI210-03),"Provincial totals of gain benefit reversals for benefit month - by product code/type
Report MI210-03 is on R2W in 3 variations
JPJ7 (pages 561-565)
JPJ1 (pages 531-535)
JPJ3 (pages 21-25)",computer to suppliers,Computer To Suppliers,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ3 (MI210-03),"Provincial totals of gain benefit reversals for benefit month - by product code/type
Report MI210-03 is on R2W in 3 variations
JPJ7 (pages 561-565)
JPJ1 (pages 531-535)
JPJ3 (pages 21-25)",computer to suppliers/gsa,Computer To Suppliers/Gsa,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ3 (MI210-03),"Provincial totals of gain benefit reversals for benefit month - by product code/type
Report MI210-03 is on R2W in 3 variations
JPJ7 (pages 561-565)
JPJ1 (pages 531-535)
JPJ3 (pages 21-25)",computer to trustees,Computer To Trustees,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ3 (MI210-03),"Provincial totals of gain benefit reversals for benefit month - by product code/type
Report MI210-03 is on R2W in 3 variations
JPJ7 (pages 561-565)
JPJ1 (pages 531-535)
JPJ3 (pages 21-25)",sub total,Subtotal,No,Report,Medium,No
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ3 (MI210-03),"Provincial totals of gain benefit reversals for benefit month - by product code/type
Report MI210-03 is on R2W in 3 variations
JPJ7 (pages 561-565)
JPJ1 (pages 531-535)
JPJ3 (pages 21-25)",Less reversed chqs,Less Reversed Chqs,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ3 (MI210-03),"Provincial totals of gain benefit reversals for benefit month - by product code/type
Report MI210-03 is on R2W in 3 variations
JPJ7 (pages 561-565)
JPJ1 (pages 531-535)
JPJ3 (pages 21-25)",Subtotal,Subtotal,No,Report,Medium,No
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ3 (MI210-03),"Provincial totals of gain benefit reversals for benefit month - by product code/type
Report MI210-03 is on R2W in 3 variations
JPJ7 (pages 561-565)
JPJ1 (pages 531-535)
JPJ3 (pages 21-25)",all cheques total,All Cheques Total,No,Report,Medium,No
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,monthly allowances (list of benefits),Monthly Allowances,Back End Data,MIS,Medium,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,amount spent,Amount Spent,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,bc benefits/gain (MHR),BC Benefits/Gain,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,Subtotal,Subtotal,No,Report,Medium,No
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,director authorized allowances (list of benefits),Director Authorized Allowances,Back End Data,MIS,Medium,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,amount spent,Amount Spent,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,bc benefits/gain (MHR),BC Benefits/Gain,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,Subtotal,Subtotal,No,Report,Medium,No
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,one-time allowances (list of benefits),One-Time Allowance,Back End Data,MIS,Medium,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,amount spent,Amount Spent,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,bc benefits/gain (MHR),BC Benefits/Gain,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,Subtotal,Subtotal,No,Report,Medium,No
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,confirmed job grant allowances (list of benefits),Confirmed Job Grant Allowances,Back End Data,MIS,Medium,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,amount spent,Amount Spent,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,bc benefits/gain (MHR),BC Benefits/Gain,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,Subtotal,Subtotal,No,Report,Medium,No
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,Hardship Supplments (list of benefits),Hardship Supplement,Back End Data,MIS,Medium,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,amount spent,Amount Spent,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,bc benefits/gain (MHR),BC Benefits/Gain,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,Subtotal,Subtotal,No,Report,Medium,No
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,crisis Supplments (list of benefits),Crisis Supplements,Back End Data,MIS,Medium,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,amount spent,Amount Spent,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,bc benefits/gain (MHR),BC Benefits/Gain,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,Subtotal,Subtotal,No,Report,Medium,No
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,direct purchase (list of benefits),Direct Purchase,Back End Data,MIS,Medium,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,amount spent,Amount Spent,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,bc benefits/gain (MHR),BC Benefits/Gain,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,Subtotal,Subtotal,No,Report,Medium,No
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,Total Allowances,Total,No,Report,Medium,No
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,Less deductions (list of product codes),Less Deductions,Back End Data,MIS,Medium,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,amount spent,Amount Spent,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,bc benefits/gain (MHR),BC Benefits/Gain,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,Subtotal,Subtotal,No,Report,Medium,No
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,net payments,Net Payments,No,Report,Medium,No
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,Less Cap deductions,Less Cap Deductions,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,sub total,Subtotal,No,Report,Medium,No
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,Net Shareable Payments,Net Payments,No,Report,Medium,No
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,imprest to clients,Imprest To Clients,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,imprest to suppliers,Imprest To Suppliers,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,imprest to suppliers/gsa,Imprest To Suppliers/Gsa,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,imprest to trustees,Imprest To Trustees,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,govt agent to clients,Govt Agent To Clients,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,govt agent to suppliers,Govt Agent To Suppliers,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,govt agent to suppliers/gsa,Govt Agent To Suppliers/Gsa,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,govt agent to trustees,Govt Agent To Trustees,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,computer to clients,Computer To Clients,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,computer to suppliers,Computer To Suppliers,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,computer to suppliers/gsa,Computer To Suppliers/Gsa,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,computer to trustees,Computer To Trustees,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,sub total,Subtotal,No,Report,Medium,No
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,Less reversed chqs,Less Reversed Chqs,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,Subtotal,Subtotal,No,Report,Medium,No
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits YW-EFT (MHR) 02J1 (MI210-03),FASB - Roll up of total $ per month by benefit Code,all cheques total,All Cheques Total,No,Report,Medium,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,monthly allowances (list of benefits),Monthly Allowances,Back End Data,MIS,Medium,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,amount spent,Amount Spent,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,bc benefits/gain (MHR),BC Benefits/Gain,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,Subtotal,Subtotal,No,Report,Medium,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,director authorized allowances (list of benefits),Director Authorized Allowances,Back End Data,MIS,Medium,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,amount spent,Amount Spent,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,bc benefits/gain (MHR),BC Benefits/Gain,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,Subtotal,Subtotal,No,Report,Medium,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,one-time allowances (list of benefits),One-Time Allowance,Back End Data,MIS,Medium,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,amount spent,Amount Spent,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,bc benefits/gain (MHR),BC Benefits/Gain,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,Subtotal,Subtotal,No,Report,Medium,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,confirmed job grant allowances (list of benefits),Confirmed Job Grant Allowances,Back End Data,MIS,Medium,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,amount spent,Amount Spent,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,bc benefits/gain (MHR),BC Benefits/Gain,No,MIS,High,FASB
